p_id,long,lat,end_datetime,age,gender,education,race,income,storm_system,storm_rec_warn,rec_subscribe,wthr_info_web,wthr_info_govweb,wthr_info_loctv,wthr_info_cabtv,wthr_info_radio,wthr_info_fam,wthr_info_soc,wthr_info_phone
Ph-W302839,-98.468326,34.631364,1465772163,79,1,5,1,6.00E+04,1,1,Neither agree nor disagree,NA,Less than once per week,About once a day,NA,About once per week,About once a day,About once per week,About once a day
Ph-W302848,-99.007058,34.400881,1467335453,43,0,6,1,1.10E+05,1,1,Agree,Less than once per week,Several times per week,Several times a day,Never,Never,About once a day,Several times a day,Several times per week
Ph-W302871,-98.686628,35.536951,1465398354,54,1,8,1,1.45E+05,1,1,Strongly agree,About once per week,About once per week,Several times per week,Several times per week,About once per week,About once a day,Less than once per week,Less than once per week
Ph-W302942,-98.423877,34.174053,1467504515,77,0,2,1,3.60E+04,1,NA,Agree,Several times a day,Several times a day,Several times a day,Several times a day,Never,About once a day,Never,Never
Ph-W302958,-99.319152,34.626873,1467390696,85,1,2,1,3.00E+04,1,NA,Strongly agree,Several times a day,Several times per week,Several times per week,Less than once per week,Never,Less than once per week,Never,Never
Ph-W302984,-95.908478,35.824944,1465485316,60,0,4,1,NA,1,NA,Strongly disagree,Never,Never,Several times a day,Never,About once per week,Less than once per week,Never,Less than once per week
Ph-W302994,-94.459858,34.995384,1466469122,64,1,3,1,NA,1,NA,Disagree,Never,Never,About once a day,Never,Never,About once per week,Never,Never
Ph-W303053,-98.377555,34.634987,1467159283,47,1,4,1,3.00E+04,1,NA,NA,Never,Never,Several times a day,About once a day,About once a day,About once a day,Several times per week,About once a day
Ph-W303084,-96.072958,36.243618,1465404738,58,1,5,1,4.00E+04,2,1,Agree,Several times per week,Several times a day,Several times per week,Less than once per week,Several times per week,About once a day,About once per week,About once per week
Ph-W303171,-99.646282,35.293463,1466099023,84,0,4,1,1.70E+04,1,NA,Agree,Several times a day,Never,Several times a day,Never,Never,About once a day,Never,Several times a day
Ph-W303195,-94.608211,34.8925,1467500496,52,1,6,1,8.50E+04,1,NA,Strongly disagree,Several times per week,Less than once per week,Several times per week,Several times per week,Several times per week,About once per week,Never,Less than once per week
Ph-W303277,-96.139706,35.781201,1467140181,40,1,2,1,8.50E+04,1,NA,Agree,Less than once per week,Never,Several times per week,Never,Several times a day,Several times per week,Never,About once a day
Ph-W303286,-95.79824,36.01315,1467305395,52,0,4,1,1.20E+05,1,NA,Disagree,About once per week,Never,Several times a day,Less than once per week,Several times per week,Several times per week,About once a day,Never
Ph-W303341,-94.825671,33.901189,1465728596,70,1,8,6,1.00E+04,1,0,Disagree,Several times per week,Never,Never,Never,Never,Less than once per week,Several times per week,About once per week
Ph-W303343,-95.602735,34.026212,1467294943,59,0,4,1,1.20E+05,2,1,Agree,NA,NA,Several times a day,NA,NA,About once a day,About once a day,NA
Ph-W303345,-96.662172,34.715228,1465680124,71,0,7,1,6.50E+04,2,0,Disagree,Less than once per week,Never,Several times a day,Several times per week,Less than once per week,Several times per week,Never,Never
Ph-W303430,-99.423528,35.42392,1467404805,82,0,4,1,NA,1,NA,Agree,NA,Never,Several times a day,Several times a day,About once a day,About once a day,About once a day,Several times a day
Ph-W303459,-96.8401,33.89661,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ph-W303461,-98.884709,35.667396,1466135069,44,0,4,1,NA,1,2,Somewhat disagree,Less than once per week,Never,About once per week,About once per week,About once a day,About once a day,Several times per week,Less than once per week
Ph-W303547,-98.333393,34.601945,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ph-W303647,-98.405882,34.595388,1465408619,72,0,4,2,1.70E+04,1,NA,Strongly disagree,Never,Never,About once a day,Less than once per week,Never,Several times per week,Never,Never
Ph-W303683,-94.537108,35.456417,1465423791,54,0,5,1,5.40E+04,1,0,Strongly agree,Less than once per week,Several times per week,Several times a day,Never,Several times per week,Never,Several times per week,Several times per week
Ph-W303750,-96.4082,33.88639,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ph-W303757,-96.784029,33.88089,1465412235,69,0,5,1,3.50E+04,1,NA,Disagree,Several times per week,Less than once per week,Several times a day,About once a day,Never,About once per week,Never,Never
Ph-W303887,-95.809608,35.983939,1465489551,61,0,5,1,7.50E+04,1,NA,Strongly disagree,Less than once per week,Never,About once a day,Less than once per week,About once a day,Less than once per week,Never,Several times a day
Ph-W303892,-95.947861,36.044337,1465414015,66,1,7,1,1.30E+05,1,1,Agree,About once a day,NA,NA,NA,About once a day,NA,NA,NA
Ph-W303970,-99.637238,35.299241,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ph-W303984,-95.835331,35.975993,1465397227,63,1,6,1,5.00E+04,1,0,Agree,About once per week,About once per week,Several times per week,Several times per week,Less than once per week,Less than once per week,Never,Several times per week
Ph-W303996,-95.995037,35.507292,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ph-W304009,-96.635819,35.295677,1467315038,67,1,4,1,4.50E+04,1,NA,Strongly disagree,Less than once per week,Never,Several times a day,Never,Never,Less than once per week,Never,Never
Ph-W304050,-94.825221,33.968173,1467151386,55,1,2,1,3.60E+04,1,NA,Disagree,Several times per week,Never,Never,Never,Never,Several times per week,Less than once per week,Never
Ph-W304051,-96.66448,34.762024,1467158827,54,0,4,1,1.30E+04,1,NA,Strongly disagree,Never,Never,Several times a day,Several times a day,Several times a day,Several times a day,Never,Never
Ph-W304077,-95.67448,36.2513,1469118062,39,0,2,3,1.00E+05,1,NA,Strongly agree,About once per week,Never,Several times a day,About once per week,Less than once per week,Less than once per week,About once a day,Several times per week
Ph-W304156,-99.717105,35.509425,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ph-W304188,-96.01465,36.0056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ph-W304233,-96.59049,34.70547,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ph-W304239,-98.957052,34.392119,1466351996,72,0,6,1,5.00E+04,1,1,Strongly disagree,About once a day,Less than once per week,About once a day,Never,Never,Less than once per week,Never,About once a day
Ph-W304246,-98.424011,34.599863,1466101617,56,0,2,1,6.00E+04,1,1,NA,Less than once per week,Less than once per week,About once a day,Less than once per week,Never,About once per week,Never,Never
Ph-W304255,-99.588802,35.647208,1469248003,69,1,7,1,1.00E+05,1,NA,Agree,Several times per week,Never,Several times a day,Never,Less than once per week,Several times per week,Never,Several times per week
Ph-W304345,-98.338405,34.595151,1465486683,83,1,5,1,3.00E+04,1,NA,Neither agree nor disagree,About once a day,Never,Several times a day,About once a day,Less than once per week,Less than once per week,Never,Never
Ph-W304377,-96.142342,35.978063,1466112011,44,1,2,1,NA,1,NA,Strongly disagree,Never,Never,Several times per week,Never,Several times a day,Less than once per week,Never,Never
Ph-W304389,-95.370807,35.704265,1465856441,81,1,7,1,6.50E+04,1,NA,Strongly disagree,About once a day,About once a day,About once a day,About once a day,Never,Less than once per week,Never,Never
Ph-W304490,-96.11165,35.99837,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ph-W304500,-95.935971,36.023704,1465508557,52,1,7,1,4.00E+05,1,NA,Strongly disagree,Never,Never,Several times a day,Less than once per week,Never,About once per week,Never,Never
Ph-W304558,-99.20852,34.78311,1466737731,54,1,6,1,1.50E+05,1,NA,Strongly agree,Several times per week,Several times per week,About once a day,Never,About once a day,Several times per week,Less than once per week,About once a day
Ph-W304647,-96.656117,34.811037,1467900940,78,0,2,1,5.80E+04,1,NA,Agree,NA,NA,Several times a day,NA,NA,NA,NA,NA
Ph-W304660,-97.429288,34.161283,1469063082,79,0,4,1,1.30E+04,2,1,Strongly disagree,Never,Never,About once a day,Several times a day,Never,Less than once per week,Never,Never
Ph-W304751,-96.844349,34.903423,1465418599,55,0,7,1,7.00E+04,1,NA,Agree,Several times a day,Several times per week,About once a day,About once a day,Several times per week,About once a day,Several times a day,Several times per week
Ph-W304765,-98.595071,35.099389,1469203453,58,0,6,1,4.00E+04,1,NA,Agree,Several times a day,About once a day,Never,Several times a day,About once per week,About once a day,Less than once per week,Several times per week
Ph-W304791,-94.779994,36.713869,1467583971,60,1,2,1,5.00E+04,2,NA,Disagree,About once per week,About once per week,About once a day,Less than once per week,Several times a day,Less than once per week,About once a day,Never
Ph-W304846,-98.242212,34.562964,1467170804,59,0,6,1,7.00E+04,2,NA,Disagree,Several times per week,Never,About once a day,Less than once per week,Less than once per week,Less than once per week,Less than once per week,Several times per week
Ph-W304854,-99.380617,35.631833,1465420605,68,1,4,1,2.50E+04,1,NA,Strongly disagree,Never,About once per week,Several times a day,Less than once per week,Less than once per week,About once a day,Less than once per week,Never
Ph-W304948,-98.203153,34.901714,1466380218,51,0,2,1,5.50E+04,1,1,Disagree,Never,Several times a day,About once a day,Never,Never,Several times a day,Several times a day,Never
Ph-W304979,-94.50671,35.2166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R2NM1000,-97.93411,35.85671,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R2NM10009,-97.575912,35.667088,1466097789,43,1,4,1,1.50E+05,2,1,Neither agree nor disagree,Several times per week,Never,About once per week,Never,About once a day,Several times per week,Several times per week,Never
R2NM1005,-98.414249,35.853394,1465478883,81,1,8,1,3.50E+04,1,NA,Strongly disagree,NA,Never,About once a day,Several times per week,Several times a day,About once per week,Never,Several times a day
R2NM10196,-98.353818,36.753622,1465397609,40,0,6,1,1.35E+05,2,0,Strongly disagree,Less than once per week,Less than once per week,Less than once per week,Less than once per week,Less than once per week,About once per week,About once per week,Never
R2NM10242,-95.533361,36.096238,1465509192,58,0,2,1,5.00E+04,1,0,Strongly disagree,Less than once per week,Never,Several times a day,Never,Several times per week,About once per week,Several times a day,Less than once per week
R2NM10309,-95.348555,35.75097,1465659657,38,0,2,1,4.00E+04,1,NA,Strongly agree,Never,Never,Several times a day,Never,About once per week,Less than once per week,Several times a day,Several times a day
R2NM10448,-97.700395,35.266316,1465941617,66,1,4,1,7.50E+04,1,2,Agree,About once per week,Less than once per week,About once a day,Less than once per week,Less than once per week,About once per week,Several times per week,Never
R2NM10495,-97.526051,35.315933,1467338062,61,1,4,1,7.50E+04,2,NA,Disagree,Less than once per week,About once per week,Several times a day,Less than once per week,Less than once per week,Less than once per week,Never,Less than once per week
R2NM10508,-96.986932,34.056618,1467766932,44,0,4,1,7.00E+04,2,1,Agree,Never,Never,About once a day,Never,About once a day,About once a day,About once a day,Less than once per week
R2NM10658,-97.118896,36.102238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R2NM10662,-97.132531,36.11337,1467765089,72,0,2,1,4.70E+04,2,1,Strongly agree,About once a day,Never,About once a day,About once a day,Never,Several times per week,About once a day,Several times per week
R2NM10749,-97.286768,36.79022,1465852466,46,0,5,1,2.50E+04,2,1,Agree,Several times a day,Never,Never,Never,Several times a day,Several times a day,Several times a day,Several times a day
R2NM10789,-96.459031,35.252135,1465614211,42,0,4,1,1.10E+05,1,1,Agree,About once a day,About once a day,Several times a day,Less than once per week,Several times a day,Several times per week,About once a day,About once a day
R2NM10905,-96.691082,33.937423,1466392121,64,1,6,1,6.50E+04,1,2,Agree,Never,Never,Several times a day,Less than once per week,Several times per week,Less than once per week,Never,About once a day
R2NM10991,-97.884059,36.380113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R2NM11049,-96.79889,36.32773,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R2NM11083,-95.994865,36.140311,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R2NM11104,-94.803119,36.190722,1465840791,51,1,5,1,4.10E+04,1,0,Strongly agree,Never,Never,About once a day,Several times per week,Never,Never,Never,Less than once per week
R2NM11144,-97.079506,36.735961,1465583267,43,1,6,1,8.00E+04,2,NA,Strongly agree,About once per week,Several times a day,About once a day,Never,Several times a day,About once a day,Never,Several times a day
R2NM11442,-95.549612,36.167703,1465920958,33,0,2,1,NA,1,NA,Neither agree nor disagree,NA,NA,NA,NA,NA,NA,NA,NA
R2NM11513,-95.600805,36.017986,1465481069,47,1,3,1,1.20E+04,1,1,Agree,Several times per week,Less than once per week,Several times a day,Never,Never,Never,Never,About once a day
R2NM11521,-95.132486,35.238965,1465493441,39,1,4,1,8.00E+04,1,NA,Strongly disagree,About once per week,Never,Less than once per week,Less than once per week,Less than once per week,About once per week,Never,Never
R2NM11522,-94.96796,35.905992,1467901396,41,1,8,1,6.50E+04,2,1,Strongly agree,Never,About once per week,Never,Never,Never,Less than once per week,Less than once per week,Less than once per week
R2NM11568,-96.924772,35.25146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R2NM11609,-97.560764,35.65941,1466216842,32,1,3,1,8.00E+04,2,NA,Somewhat disagree,NA,NA,NA,NA,NA,NA,About once a day,About once a day
R2NM11644,-96.990831,36.095393,1466123140,63,1,7,1,4.50E+04,2,1,Agree,About once a day,Less than once per week,Several times a day,Less than once per week,Never,Less than once per week,Never,Less than once per week
R2NM11686,-97.292686,35.394865,1465499451,47,1,4,2,9.00E+04,2,0,Strongly disagree,Never,Never,Several times a day,Never,About once a day,Several times a day,Never,Never
R2NM11694,-97.539732,35.346653,1465398918,58,0,7,1,9.00E+04,2,1,Strongly disagree,About once a day,Never,About once per week,Never,Never,Less than once per week,Never,Several times a day
R2NM11912,-95.525637,35.469121,1468185326,76,1,7,1,6.50E+04,1,2,Somewhat agree,About once per week,Never,Several times per week,Never,About once a day,Several times per week,Never,Less than once per week
R2NM11943,-97.07852,36.70026,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R2NM11951,-97.047651,36.886328,1467061178,40,0,2,1,2.50E+04,2,0,Strongly disagree,About once a day,Never,Never,Never,About once a day,About once a day,About once a day,About once a day
R2NM1212,-97.537457,35.630381,1465446874,32,1,7,1,1.30E+05,2,1,Strongly agree,About once per week,Less than once per week,About once per week,Never,Never,Never,Never,About once a day
R2NM1213,-98.13796,34.9319,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R2NM12150,-97.965009,34.509336,1465764811,67,0,3,1,3.50E+04,1,NA,Agree,About once a day,About once per week,Several times a day,About once per week,Never,Several times per week,About once per week,Less than once per week
R2Nm12228,-95.76113,36.04993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R2NM1224,-97.28256,35.861049,1466099596,50,0,2,1,1.40E+04,2,0,Strongly disagree,Never,Never,About once a day,Never,Several times per week,Less than once per week,About once per week,Never
R2NM12292,-95.783236,36.094563,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R2NM12294,-95.96123,36.075253,1465497751,62,0,4,1,2.00E+04,1,1,Disagree,NA,NA,NA,About once per week,NA,NA,NA,About once a day
R2NM1236,-97.455232,35.240143,1466886058,33,0,4,1,21600,1,1,Somewhat disagree,Never,Never,Several times per week,Never,Several times per week,Several times per week,Never,Less than once per week
R2NM12486,-97.345038,35.460453,1465414204,68,1,6,1,1.00E+05,2,NA,Strongly agree,About once a day,About once a day,About once a day,Never,Less than once per week,Less than once per week,Never,About once a day
R2NM12617,-102.25228,36.80612,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R2NM12692,-95.790948,36.09584,1466540494,35,1,8,4,3.00E+05,1,NA,Agree,About once a day,Never,About once a day,Never,Never,About once a day,Never,Several times a day
R2NM12848,-97.720984,35.297292,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R2NM1295,-97.54059,35.328721,1467645932,44,1,4,1,1.20E+05,2,NA,Agree,About once a day,About once a day,About once a day,About once a day,About once a day,Never,Never,Never
R2NM13050,-97.020821,35.982899,1467207140,35,0,2,6,NA,2,0,Strongly agree,About once per week,About once per week,Several times a day,About once a day,About once per week,About once a day,Several times a day,Several times a day
R2NM13057,-97.108939,36.090643,1466164023,58,1,8,1,2.50E+05,2,1,Somewhat agree,Several times a day,Several times per week,Less than once per week,Less than once per week,About once per week,Several times per week,Never,Less than once per week
R2NM13314,-98.396399,34.587933,1465502160,35,1,5,1,1.50E+04,1,1,Strongly agree,NA,Several times per week,Several times per week,Several times per week,NA,About once a day,Never,Several times a day
R2NM13360,-99.458023,34.779521,1465766230,35,0,5,1,2.00E+05,1,NA,Agree,Less than once per week,Several times per week,About once a day,Never,Never,About once a day,About once a day,About once a day
