tweetid,tweettimestamp,user,text,retweetedtext,is_retweet,is_quotestweet,F,P,V,ND1,ND2,ND3,ND4,ND5,D1,D2,D3,T,TP
1.02E+18,1531867621,NWS San Diego,Cumulus going up sw of Idyllwild in low level converging air (east winds meet west upslope) but note the stable lenticular (moderate winds aloft) not good for long lived cumulus  and thunderstorm #Monsoon2018 #cawx but this is best of the day and still growing https://t.co/9PTiTFk9tT,,FALSE,FALSE,1,0,,,,,,,,,,0,
1.02E+18,1532211533,NWS San Diego,"First thunderstorm of the day in the San Bernardino Mountains ??? / The cell is moving slowly to the northwest / Heavy rain, thunder and lightning possible with this storm #cawx #storm https://t.co/vjv4pRszMs",,FALSE,FALSE,1,1,1,possible,,,,,,,,1,1
1.02E+18,1531155035,NWS San Diego,The mesoscale convective vortex (thunderstorm complex) from Arizona overnight is evident a small eye on visible satellite and large mass of debris clouds over #socal in addition to the morning dust layer in the Coachella Valley #cawx #Monsoon2018 https://t.co/VE3QB6iKfh,,FALSE,FALSE,0,,,,,,,,,,,0,
1.03E+18,1533751570,NWS San Diego,"Thunderstorm chances remain in place this afternoon for the mountains and deserts, although no activity so far. With good upper-level moisture in place, PyroCu development quite possible with the Holy Fire as we head into this afternoon.",,FALSE,FALSE,1,1,1,chance,possible,,,,,,,1,1
1.03E+18,1534468585,NWS San Diego,"RT @ABC7: Rare summer rainfall, hail arrives in Inland Empire communities https://t.co/8CJ8xnmflq https://t.co/VvkfC3CopM","Rare summer rainfall, hail arrives in Inland Empire communities https://t.co/8CJ8xnmflq https://t.co/VvkfC3CopM",TRUE,FALSE,0,,,,,,,,,,,0,
1.02E+18,1533153374,NWS San Diego,First strong thunderstorm with heavy rain near Mt Laguna #sandiegowx #cawx #Monsoon2018 with produce local runoff https://t.co/TFWYWCwmMY,,FALSE,FALSE,1,0,,,,,,,,,,0,
1.02E+18,1532912654,NWS San Diego,Thunderstorm with heavy rain along Mill Creek in Forest Falls and moving toward highway 38 and the #valleyfire #cawx https://t.co/m0kdMWNQdN,,FALSE,FALSE,1,0,,,,,,,,,,0,
1.03E+18,1533861161,NWS San Diego,@THEBUBBLE12343 Hello! There is a thunderstorm northwest of Barstow right now. Looks to be dying down a little and moving quickly to the northwest.,,FALSE,FALSE,1,0,,,,,,,,,,0,
1.02E+18,1531901917,NWS San Diego,Monitoring an impressive #thunderstorm complex entering SE #California. #cawx https://t.co/esnYqyUJL4,,FALSE,FALSE,1,0,,,,,,,,,,0,
1.02E+18,1532909331,NWS San Diego,"Radar loop of the thunderstorm near Big Bear. Heavy rain, flash flooding, and lightning possible with this storm ?? #cawx #storms https://t.co/9bxFKYzOrz",,FALSE,FALSE,1,1,1,possible,,,,,,,,1,1
1.03E+18,1534372302,NWS San Diego,@johnhubbs46 @ai6yrham @Anvilhead8 Hi John! Do you mean 1/2 inch size hail? Thanks! :),,FALSE,FALSE,0,,,,,,,,,,,0,
9.69E+17,1519753683,NWS San Diego,Heavy showers with #hail now over Lakeside #sandiegowx #cawx https://t.co/WLzH8n5IHk,NA,FALSE,FALSE,1,0,,,,,,,,,,0,
1.03E+18,1533847833,NWS San Diego,A thunderstorm crossed the International Border around 1:30 PM this afternoon. Radar indicated between 1/2 and 3/4 inch of rain fell in a small area near the border before the storm weakened. #cawx https://t.co/u1FmeXuzuh,,FALSE,FALSE,0,,,,,,,,,,,0,
9.69E+17,1519780842,NWS San Diego,Check out this impressive anvil cloud associated with a #thunderstorm over Pedley in #Riverside County! Pic taken f… https://t.co/TP1sOoXY2N,NA,FALSE,FALSE,0,,,,,,,,,,,0,
9.69E+17,1519782297,NWS San Diego,"@mclanea You may get some small hail/graupel but no snow, unfortunately.",NA,FALSE,FALSE,1,1,1,may,,,,,,,,1,1
9.69E+17,1519772169,NWS San Diego,Band of showers and possibly small hail moving toward Imperial Beach and Chula Vista to clip downtown San Diego… https://t.co/app7HFFhpa,NA,FALSE,FALSE,1,1,1,possible,,,,,,,,1,1
1.08E+18,1546294776,NWS San Diego,"There have been several reports of funnel clouds along the coast today. Here's the most recent one from #Carlsbad captured on video. Note: Not a tornado, as this requires contact with the ground. #cawx",,FALSE,FALSE,1,0,,,,,,,,,,0,
1.02E+18,1531868881,NWS San Diego,The first thunderstorm of the day produced a couple cloud to ground strikes southwest of Idyllwild #cawx it is now getting pushed west off of mountains and weakening https://t.co/VWIjDkYExW,,FALSE,FALSE,1,0,,,,,,,,,,0,
1.02E+18,1532829683,NWS San Diego,Thunderstorm complex 300 miles southeast of San Diego lifting northward which will bring a monsoonal push of moisture on Sunday #Monsoon2018,,FALSE,FALSE,1,0,,,,,,,,,,0,
1.02E+18,1532032998,NWS San Diego,Thunderstorm cell is moving off the mountains and heading to the northwest toward the High Desert. Heavy rain and lightning possible with this storm #cawx #monsoon2018 https://t.co/fAy5mVkmJK,,FALSE,FALSE,1,1,1,possible,,,,,,,,1,1
1.02E+18,1530993510,NWS San Diego,Thunderstorm NE of #Yucaipa over the #ValleyFire has already resulted in some mudflows along Highway 38. #SanBernardino #CAwx,,FALSE,FALSE,1,0,,,,,,,,,,0,
1.02E+18,1533147472,NWS San Diego,"Here's a forecast of storm intensity and coverage this afternoon and evening from a high-res model. Storms could have brief, heavy downpours, small hail, gusty winds and frequent lightning. #CAWx #WhenThunderRoarsGoIndoors #TurnAroundDontDrown https://t.co/SCouOs6iN2",,FALSE,FALSE,1,1,1,could,,,,,,,,1,1
1.03E+18,1533747966,NWS San Diego,"@DPA_Insight Mountain areas will have a good chance at some convection and thunderstorm activity this afternoon. Not the coast, though...",,FALSE,FALSE,1,1,1,,,,,,good chance,,,2,2
1.05E+18,1539456499,NWS San Diego,"Radar Update: Light showers will continue over areas through early afternoon, then moderate showers and a thunderstorm or two could develop over the mountains through this evening. Drive safely! #cawx https://t.co/eh3HM2V57t",,FALSE,FALSE,1,1,1,could,,,,,,,,1,1
1.03E+18,1533854307,NWS San Diego,"@matts_ventures Hi Matt! Thanks for the picture! Around what location did you see this hail? Did it seem like most of the hail was about this size, or some bigger/smaller? Thanks! :)",,FALSE,FALSE,0,,,,,,,,,,,0,
1.02E+18,1531430462,NWS San Diego,Here is a photo of the severe #thunderstorm located east of Julian as seen looking east from our office! #monsoonseason #cawx https://t.co/NpJtoIeVPc,,FALSE,FALSE,0,,,,,,,,,,,0,
9.69E+17,1519780817,NWS San Diego,Strong cell developed over #MiraLoma over last half hour. It is likely producing accumulating pea size hail. Lightn… https://t.co/4oPQjtaXKg,NA,FALSE,FALSE,1,1,1,likely,,,,,,,,1,1
1.02E+18,1531334226,NWS San Diego,Thunderstorm with heavy rain just east of Palomar mountain #sandiegowx on radar https://t.co/J5KLu5pzQy,,FALSE,FALSE,1,0,,,,,,,,,,0,
1.02E+18,1532903798,NWS San Diego,The severe thunderstorm when it was crossing Highway 79 near Santa Ysabel #cawx let us know if you have a photos or reports https://t.co/3Um1n7H24p,,FALSE,FALSE,0,,,,,,,,,,,0,
1.01E+18,1528835049,NWS San Diego,"Did you know that last year in early September a downburst thunderstorm wind produced wind gusts to 65 mph at Thermal #TRM airport, which moved planes and snapped trees nearby #MAW2018 Monsoon Awareness Week https://t.co/M888c4GVJ9",,FALSE,FALSE,0,,,,,,,,,,,0,
1.05E+18,1538361342,NWS San Diego,"Most of the showers and thunderstorms dissipated by around 7 PM, though there is quite a thunderstorm cluster moving northeast in central Riverside County (east of the Coachella Valley, including along I-10).   That will continue to move northeast. #cawx https://t.co/tGga8C9ekP",,FALSE,FALSE,1,0,,,,,,,,,,0,
1.03E+18,1533893856,NWS San Diego,"A thunderstorm will move across the Coachella Valley between 240 and 4 AM, bringing brief heavy rain, lightning and gusty winds to 35 mph. Affected communities include  Thousand Palms, Palm Desert, Rancho Mirage, Indio and La Quinta. #cawx https://t.co/bnbWznjATE",,FALSE,FALSE,1,0,,,,,,,,,,0,
9.69E+17,1519751923,NWS San Diego,Heavy showers with hail as seen from office #sandiegowx #castorm https://t.co/OnwEvx5LOM,NA,FALSE,FALSE,0,,,,,,,,,,,0,
1.03E+18,1534371973,NWS San Diego,"@ai6yrham @johnhubbs46 @Anvilhead8 Hello! Thanks so much for the picture! Is that hail there? If so, how big do you think it is? Also, was there gusty winds? Thanks!",,FALSE,FALSE,0,,,,,,,,,,,0,
9.69E+17,1519752548,NWS San Diego,Hail reported in #Escondido from this storm #sandiegowx https://t.co/QWMc2oXTHE,NA,FALSE,FALSE,1,0,,,,,,,,,,0,
1.02E+18,1532030951,NWS San Diego,"Heads up! A thunderstorm has developed in the San Bernardino Mountains, moving to the northwest. #cawx #monsoon2018 https://t.co/T40h2F31e8",,FALSE,FALSE,1,0,,,,,,,,,,0,
1.05E+18,1539392122,NWS San Diego,5:55 PM radar loop / Showers and thunderstorms starting to pop up on the Orange County coastline this evening ?? / Shower and thunderstorm activity will increase this evening through tomorrow morning #cawx #OC https://t.co/x3BDrLxmOh,,FALSE,FALSE,1,0,,,,,,,,,,0,
9.93E+17,1525476213,NWS San Diego,"RT @CAL_FIRE: Firefighters are battling a 45 acre fire off Via Santa Rosa near Via Tornado, s/w of Temecula (Riverside County). #TornadoFir…","Firefighters are battling a 45 acre fire off Via Santa Rosa near Via Tornado, s/w of Temecula (Riverside County). #TornadoFire https://t.co/5UQTDAUWLX https://t.co/77GhhWuItM",TRUE,FALSE,0,,,,,,,,,,,0,
1.03E+18,1534372917,NWS San Diego,radar depiction of the intense thunderstorm over Palomar mountain producing heavy rain and hail #sandiegowx #cawx https://t.co/YACFrSMke2,,FALSE,FALSE,1,0,,,,,,,,,,0,
1.02E+18,1531104899,NWS San Diego,"T-storms will continue through the week in the afternoons (mostly mts/deserts). Monday night into Tuesday, all areas may see thunderstorm activity as an upper-level disturbance combines with monsoonal moisture. #CAwx #SanDiego #OrangeCounty #Riverside #SanBernardino https://t.co/p0AbxfQqnE",,FALSE,FALSE,1,1,1,may,,,,,,,,1,1
1.02E+18,1533153454,NWS San Diego,Heads up for strong thunderstorm with lightning NE of Pine Valley. Localized flooding possible. #CAwx #SanDiego https://t.co/yKkIY0DX28,,FALSE,FALSE,1,1,1,possible,,,,,,,,1,1
1.03E+18,1534477458,NWS San Diego,@jclloyd58 There is indeed a thunderstorm that is producing some very heavy rain near Warner Springs!,,FALSE,FALSE,1,0,,,,,,,,,,0,
1.02E+18,1532034284,NWS San Diego,Nice image of the severe thunderstorm near the San Bernardino Mountains and High Desert. Thanks for sharing! #cawx #thunderstorm #Monsoon2018,,FALSE,FALSE,0,,,,,,,,,,,0,
9.89E+17,1524694205,NWS San Diego,California has actually had 4 tornadoes so far this year.  Kansas and Oklahoma have had zero so far.  Wow! https://t.co/8rR18HVGav,NA,FALSE,FALSE,0,,,,,,,,,,,0,
1.02E+18,1532481435,NWS San Diego,"@rqskye @NWSLosAngeles Since it's not attached to any cloud, it can't be classified as a tornado or land spout. Certainly looks as crazy as one though!",,FALSE,FALSE,0,,,,,,,,,,,0,
1.01E+18,1529527389,NWS Seattle,"Chance non-severe #thunderstorms late this aftn &amp; evng for interior of W WA. Besides #lightning, small hail &amp; brief downpours possible. 16 ppl died in 2017 due to lightning. Don’t become a statistic, when thunder roars, go indoors! https://t.co/MJI1u3WZX8 #LightningSafety #WAwx https://t.co/rf57XxtVgW",,FALSE,FALSE,1,1,1,chance,possible,,,,,,,1,1
1.01E+18,1528581444,NWS Seattle,RT @northbendwx: Biggest hail ever in North Bend right now. @NWSSeattle @TheronZahnKOMO @KING5Seattle @KIRO7Seattle @Q13FOX https://t.co/Bu…,Biggest hail ever in North Bend right now. @NWSSeattle @TheronZahnKOMO @KING5Seattle @KIRO7Seattle @Q13FOX https://t.co/Buh4PlQrSF,TRUE,FALSE,0,,,,,,,,,,,0,
1.07E+18,1543391348,NWS Seattle,"@ChadRuffinMD When cold air aloft moves into the region behind a front, then it is not at all uncommon to see showers and isolated thunderstorms. In fact, late fall through the winter is often characterized by this occurrence. It's just that any thunderst",,FALSE,FALSE,0,,,,,,,,,,,0,
9.74E+17,1521057771,NWS Seattle,Scattered showers continue across Western Washington this afternoon. Brief showers and small hail possible. https://t.co/EsgxOiEhMk,NA,FALSE,FALSE,1,1,1,possible,,,,,,,,1,1
1.04E+18,1536817372,NWS Seattle,"@annakm66 Cool, you're seeing the anvil, or top part of the thunderstorm!",,FALSE,FALSE,0,,,,,,,,,,,0,
9.77E+17,1521767163,NWS Seattle,RT @LucasLaughing: Sudden hail storm in Montlake - 10 minutes later the sun was out.  #Seattle #Spring #wawx @ScottSKOMO @KSeattleWeather @…,NA,TRUE,FALSE,0,,,,,,,,,,,0,
1.01E+18,1528582665,NWS Seattle,RT @joshcowan: Strong hail-downpour just rolled through Snoqualmie Ridge.  @NWSSeattle https://t.co/rjQ8qmamoN,Strong hail-downpour just rolled through Snoqualmie Ridge.  @NWSSeattle https://t.co/rjQ8qmamoN,TRUE,FALSE,0,,,,,,,,,,,0,
9.77E+17,1521771037,NWS Seattle,RT @QuakesFan84: Pea-sized hail in Columbia City. @NWSSeattle https://t.co/ZWnt8xoTLj,NA,TRUE,FALSE,0,,,,,,,,,,,0,
1.02E+18,1532836468,NWS Seattle,@suzisuelzle There was some thunderstorms along and east of the Cascade crest this afternoon. Thunderstorm activity is now in Chelan County. It was warm and dry this afternoon in the lowlands.,,FALSE,FALSE,1,0,,,,,,,,,,0,
1.01E+18,1529059946,NWS Seattle,"Heading to the Cascades today? Be ready for thunderstorms this afternoon and evening. This model simulation shows PM thunderstorm development along and east of a line from Mount Baker to Skykomish. When thunder roars, go indoors! #wawx https://t.co/9f0k8mxqxz",,FALSE,FALSE,1,0,,,,,,,,,,0,
9.55E+17,1516574165,NWS Seattle,"Showers &amp; #thunderstorms Coast &amp; Olympics, &amp; coastal waters this aftn &amp; evng. A few #lightning strikes detected Coa… https://t.co/AsQjyqWthS",NA,FALSE,FALSE,1,1,1,may,,,,,,,,1,1
1.08E+18,1545171922,NWS Seattle,"A strong thunderstorm passed through the area, we do not presently have enough information to make a confirmation of any tornado but will need to review further information.",,FALSE,FALSE,0,,,,,,,,,,,0,
1.07E+18,1543360073,NWS Seattle,The atmosphere is bubbling this afternoon! Check out one-minute visible imagery from #GOES17 showing thunderstorm activity! #wawx https://t.co/K8s8fcQxRr,,FALSE,FALSE,1,0,,,,,,,,,,0,
9.69E+17,1519799324,NWS Seattle,A Puget Sound Convergence Zone is producing wet snow and graupel (small hail) over N King and S Snohomish County. N… https://t.co/qlO3Ll5ThH,NA,FALSE,FALSE,1,0,,,,,,,,,,0,
1.06E+18,1540754244,NWS Seattle,Line of showers with some thunder &amp; lightning moving NE at 20 mph through Lewis county; will move into SE Thurston &amp; south central Pierce counties within the next hour. Small hail &amp; brief downpours also possible. #WAwx https://t.co/UFggOrnEOw,,FALSE,FALSE,1,1,1,possible,,,,,,,,1,1
9.93E+17,1525630805,NWS Seattle,"#Thunderstorms possible over much of W WA interior today. Storms not forecast to be severe, but garden-variety thunderstorms have #lightning, small #hail, gusty winds &amp; brief downpours. When thunder roars, go indoors! ??????????????https://t.co/H0OLE0xP9l … #WAwx",,FALSE,FALSE,1,1,1,possible,forecast,,,,,,,1,1
9.77E+17,1521855592,NWS Seattle,RT @BenjaminJurkovi: Black &amp; White edit of earlier hail shaft over Lake Stevens #wawx @NWSSeattle @ScottSKOMO @MorganKIRO7 https://t.co/wh8…,NA,TRUE,FALSE,0,,,,,,,,,,,0,
9.81E+17,1522635484,NWS Seattle,RT @kylewhy1: @NWSSeattle small #hail and #thunder on #firsthill here in #seattle. ???? https://t.co/dW9MQBeFqQ,NA,TRUE,FALSE,0,,,,,,,,,,,0,
9.81E+17,1522633191,NWS Seattle,Soft hail and/or a rain &amp; snow mix can be expected with the heavier showers within the Puget Sound Convergence Zone… https://t.co/UEJV0FViAZ,NA,FALSE,FALSE,1,1,1,expected,,,,,,,,1,1
1.02E+18,1530921684,NWS Seattle,"At 5 PM PDT, 6 Jul 18, showers and thunderstorms extending from central Lewis County NNE into the Cascades of Snohomish County appear to be weakening somewhat. Rain and some lightning and thunder is possible, but the threat of large hail appears to be diminishing. #wawx https://t.co/P0uEW5vp33",,FALSE,FALSE,1,1,1,possible,diminished threat,,,,,,,1,1
1.04E+18,1537218616,NWS Seattle,RT @ABC13News: Wow. Another look at the tornado that blew through Hull Street in Midlothian -- just 1 of several reported in the area.??:…,Wow. Another look at the tornado that blew through Hull Street in Midlothian -- just 1 of several reported in the area.??: John Guth@VDEM @8NEWS https://t.co/GXcQwCNa0M,TRUE,FALSE,0,,,,,,,,,,,0,
1.01E+18,1528582539,NWS Seattle,"Showers around W WA this afternoon, moving east. A large shower cell is poised to cross Puget Sound &amp; head into #Seattle in the next hour or so. Small hail has been reported, with 1/2' hail reported in #NorthBend. Only 2 lightning strikes detected, both in #Kitsap county. #WAWX https://t.co/DXmNvbtVmo",,FALSE,FALSE,1,0,,,,,,,,,,0,
1.02E+18,1532629986,NWS Seattle,"RT @NOAASatellites: If you haven't seen this, check it out: #GOESEast got a spectacular view of converging cumulus clouds bubbling into a h…","If you haven't seen this, check it out: #GOESEast got a spectacular view of converging cumulus clouds bubbling into a huge #thunderstorm on #Cuba's Isle of Youth (July 23, 2018). More imagery: https://t.co/P1F11zXUHI https://t.co/uB5bQCJQlS",TRUE,FALSE,0,,,,,,,,,,,0,
9.94E+17,1525823632,NWS Seattle,"@zsincraugh87 They're unlikely to produce anything severe or extreme. Brief heavy rain or small hail is possible, with some gusty winds.",,FALSE,FALSE,1,1,1,unlikely,possible,,,,,,,1,1
1.08E+18,1546164069,NWS Seattle,Isolated thunderstorm with small hail moving into the northern portion of Seattle then into Kirkland in the next few minutes. The cell is weakening and will just be a rain shower by the time it gets near Carnation and Fall City. #wawx https://t.co/f3i76C3ojo,,FALSE,FALSE,1,0,,,,,,,,,,0,
1.05E+18,1539752568,NWS Seattle,@Randeaux1 The arrow is pointing at the small exhaust blip from the rocket. That is a convective cloud (probably a thunderstorm) that you see over the Gulf. It is unrelated to the rocket launch.,,FALSE,FALSE,0,,,,,,,,,,,0,
1.06E+18,1540758802,NWS Seattle,"@yazikus Olympia could see some thunderstorms today, and small hail is possible with them as well.",,FALSE,FALSE,1,1,1,could,possible,,,,,,,1,1
1.03E+18,1534024137,NWS Seattle,"At 242 PM PDT,  Radar was tracking strong thunderstorms alonga broken line extending from 6 miles south of Oak Harbor to 10 mileseast of Port Townsend to near Port Ludlow. Movement was east at 15mph. Torrential rainfall and half inch hail is possible with these storms. #wawx",,FALSE,FALSE,1,1,1,possible,,,,,,,,1,1
1.08E+18,1545173531,NWS Seattle,"Until we conduct a tornado survey tomorrow morning, we can not speculate on the strength of the tornado.",,FALSE,FALSE,0,,,,,,,,,,,0,
9.77E+17,1521778681,NWS Seattle,@paula_kartchner @MorganKIRO7 A heavy shower could produce a brief round of hail or if you are at about 1000 feet o… https://t.co/LCNLEnUhL2,NA,FALSE,FALSE,1,1,1,could,,,,,,,,1,1
9.93E+17,1525646740,NWS Seattle,"Most of the #thunderstorm activity has been confined to the Olympics and Cascades of #Pierce &amp; #Lewis counties. However, cells are popping up in the lowlands from Tacoma south. A lightning &amp; small hail are possible. When thunder roars, go indoors! #WAwx https://t.co/Uz1VTX2WmF",,FALSE,FALSE,1,1,1,possible,,,,,,,,1,1
9.58E+17,1517343207,NWS Seattle,Got hail? Some of the heavier showers this afternoon are being accompanied by small hail. #wawx,NA,FALSE,FALSE,1,0,,,,,,,,,,0,
1.02E+18,1530932833,NWS Seattle,"@littlebrando No we did not. The cell was strong, but not strong enough for a severe tstm wrng (Gust to 58 mph) or hail 1 inch or larger in size. No tornado signature or even coherent stg rotation.",,FALSE,FALSE,0,,,,,,,,,,,0,
1.01E+18,1528583382,NWS Seattle,"RT @ApothecaryCreed: @NWSSeattle Baby hail storm in Graham, WA https://t.co/u1IUXOIC4P","@NWSSeattle Baby hail storm in Graham, WA https://t.co/u1IUXOIC4P",TRUE,FALSE,0,,,,,,,,,,,0,
9.68E+17,1519621584,NWS Seattle,Just what was the 'terminal velocity' of those hail stones that fell over Puget Sound today? The simplistic beauty… https://t.co/nyJWpDOyVy,NA,FALSE,FALSE,0,,,,,,,,,,,0,
9.81E+17,1522645287,NWS Seattle,A vivid example of the buildup of electric charge on elevated objects in the vicinity of thunderstorms. Filmed in d… https://t.co/KAhU8SpQ7j,NA,FALSE,FALSE,0,,,,,,,,,,,0,
1.08E+18,1545237790,NWS Seattle,NWS Seattle damage assessment for the Port Orchard #tornado is ongoing. #WAwx,,FALSE,FALSE,0,,,,,,,,,,,0,
1.01E+18,1528595028,NWS Seattle,RT @snarby_mae: @NWSSeattle Small hail happening https://t.co/hUjj1Z3QQN,@NWSSeattle Small hail happening https://t.co/hUjj1Z3QQN,TRUE,FALSE,0,,,,,,,,,,,0,
9.94E+17,1525797084,NWS Seattle,"An approaching front will bring a chance of thunderstorms to the Cascades late this afternoon and this evening, including Mount Rainier National Park. No place outdoors is safe from lightning in a thunderstorm, but you can reduce your risk. #wawx https://t.co/ScINqyI2Ko",,FALSE,FALSE,1,1,1,chance,,,,,,,,1,1
9.77E+17,1521842652,NWS Seattle,Getting reports of small hail/graupel/snow grains/ice pellets around #Tacoma. #Thunderstorms possible this aftn as… https://t.co/bWiP9mP9Bv,NA,FALSE,FALSE,1,1,1,possible,,,,,,,,1,1
1.06E+18,1540764248,NWS Seattle,"#Thunderstorms in Whatcom county moving east, and Thurston &amp; Lewis counties moving NE over the next hour. Small hail &amp; brief downpours are also possible. #WAwx   https://t.co/NeCYbrMP2g https://t.co/QVRpPxwUt3",,FALSE,FALSE,1,1,1,possible,,,,,,,,1,1
1.01E+18,1528587230,NWS Seattle,@mpszonka @northbendwx 1' hail is severe,,FALSE,FALSE,0,,,,,,,,,,,0,
1.04E+18,1537203117,NWS Seattle,"RT @fema: Due to severe weather across much of the East Coast and ongoing response efforts, the national emergency alert test has been post…","Due to severe weather across much of the East Coast and ongoing response efforts, the national emergency alert test has been postponed to the backup date of Oct. 3, 2018 at 2:18 PM EDT.If you have questions about the test, visit the FAQ at https://t.co/Op8T9AEpiF. https://t.co/S9RYxyfdiv",TRUE,FALSE,0,,,,,,,,,,,0,
1.06E+18,1540766474,NWS Seattle,RT @RandySmall: Hail pics from #Lynden just now. #wawx @NWSSeattle @ScottSKOMO @KSeattleWeather @ShannonODKOMO @MorganKIRO7 @BenjaminJurkov…,Hail pics from #Lynden just now. #wawx @NWSSeattle @ScottSKOMO @KSeattleWeather @ShannonODKOMO @MorganKIRO7 @BenjaminJurkovi @bhamweatherBham @komonews @lbc_weather https://t.co/fFrWAJRktr,TRUE,FALSE,0,,,,,,,,,,,0,
1.06E+18,1540765834,NWS Seattle,RT @WaWxChasers: 3 CG lightning strikes recorded in this time lapse of the thunderstorm heading over Ruston. Also some weak mid level rotat…,3 CG lightning strikes recorded in this time lapse of the thunderstorm heading over Ruston. Also some weak mid level rotation observed #wawx @NWSSeattle @KSeattleWeather @ScottSKOMO https://t.co/NOO72nJSCE,TRUE,FALSE,0,,,,,,,,,,,0,
9.77E+17,1521749117,NWS Seattle,"#Thunderstorms possible this aftn thru tonight for the Coast, &amp; again Friday thru Friday evng for all of W WA. Smal… https://t.co/C5nRK0MLK7",NA,FALSE,FALSE,1,1,1,possible,possible,,,,,,,1,1
9.54E+17,1516311091,NWS Seattle,"Thunderstorm northeast of Pacific Beach was producing quite a few lightning strikes. Heavy rain, gusty winds, and s… https://t.co/au2DwXeirv",NA,FALSE,FALSE,1,1,1,likely,,,,,,,,1,1
9.77E+17,1521844171,NWS Seattle,"#Thunderstorm with brief downpour, mixed with snow and small hail moving N-NE thru I-5 corridor of #Snohomish Count… https://t.co/qJrRK7pkWQ",NA,FALSE,FALSE,1,0,,,,,,,,,,0,
9.94E+17,1525821199,NWS Seattle,"@zsincraugh87 Yes, you're in one of the more favorable places for a thunderstorm in the next 1-3 hours.",,FALSE,FALSE,0,,,,,,,,,,,0,
1.08E+18,1545257710,NWS Seattle,Preliminary Damage Results for Port Orchard Tornado have been released. Survey finds EF-2 #tornado damage from Tuesday December 18th. Details in graphic and at: https://t.co/fnaZxgYG6U #wawx #PortOrchardTornado https://t.co/jxpsBgkmgC,,FALSE,FALSE,0,,,,,,,,,,,0,
9.56E+17,1516840779,NWS Seattle,"#Thunderstorms possible tonight thru Thu aftn for WA Coast, Lower Chehalis Valley Area, &amp; waters off WA Coast. Smal… https://t.co/927lxR3YYA",NA,FALSE,FALSE,1,1,1,possible,possible,,,,,,,1,1
1.06E+18,1540765572,NWS Seattle,"Showers &amp; #thunderstorms NNW of #Tacoma over #Ruston moving east at 20 mph. Small hail &amp; brief downpours also possible. When thunder roars, go indoors! #WAwx https://t.co/tWpoUGkFG3",,FALSE,FALSE,1,1,1,possible,,,,,,,,1,1
9.77E+17,1521661182,NWS Seattle,"There is a slight chance of isolated thunderstorms over the coast and adjacent waters Thursday. If they develop, th… https://t.co/WuQxKRpOhW",NA,FALSE,FALSE,1,1,1,,,,,,slight chance,,,2,2
1.05E+18,1538448988,NWS Seattle,"Isolated #thunderstorms are possible Tuesday afternoon for areas from Snohomish county north. Small hail, gusty winds and heavy downpours are possible with these storms. If you are outdoors and hear thunder, seek shelter indoors or in a vehicle! #WAwx https://t.co/6pIWyeOHOI",,FALSE,FALSE,1,1,1,possible,possible,,,,,,,1,1
1.07E+18,1543366093,NWS Seattle,"Showers will continue across the area this evening, though thunderstorm activity is on the decline now that the sun has set #wawx https://t.co/4ND1zvmouH",,FALSE,FALSE,1,0,,,,,,,,,,0,
1.07E+18,1543353859,NWS Seattle,Scattered showers continue this afternoon. A few of the stronger cells may produce small hail. Tweet us your reports &amp; pictures! #wawx https://t.co/8xE6beSxC8,,FALSE,FALSE,1,1,1,may,,,,,,,,1,1
9.77E+17,1521834530,NWS Seattle,"#Thunderstorms possible this aftn &amp; evng for W WA. Small #hail, gusty winds, &amp; brief downpours also possible with s… https://t.co/mftGdF2BOq",NA,FALSE,FALSE,1,1,1,possible,possible,,,,,,,1,1
9.93E+17,1525630847,NWS Seattle,"#Thunderstorms possible over much of W WA interior today. Storms not forecast to be severe, but garden-variety thunderstorms have #lightning, small #hail, gusty winds &amp; brief downpours. When thunder roars, go indoors! ??????????????https://t.co/H0OLE0xP9l … … #WAwx https://t.co/HxPdFtB7rn",,FALSE,FALSE,1,1,1,possible,forecast,,,,,,,1,1
9.77E+17,1521771265,NWS Seattle,@wheeler244 Just reports of pea-sized hail.,NA,FALSE,FALSE,0,,,,,,,,,,,0,
9.97E+17,1526524913,NWS Seattle,RT @NWS: ??During a thunderstorm - standing under a tree is literally the WORST place to be.??During a thunderstorm - even sitting in a p…,??During a thunderstorm - standing under a tree is literally the WORST place to be.??During a thunderstorm - even sitting in a parked car under a tree is dangerous due to falling limbs from lightning and wind.??Imagine how many people don't know this?#WeatherReady https://t.co/S0FIR16oer,TRUE,FALSE,0,,,,,,,,,,,0,
9.76E+17,1521649303,NWS Seattle,RT @NOAA_HurrHunter: Cockpit video from inside WP-3D Orion #NOAA42 from yesterday's flight around severe weather in Alabama. VORTEX-SE is o…,NA,TRUE,FALSE,0,,,,,,,,,,,0,
1.01E+18,1528666003,NWS Seattle,"Some showers &amp; #thunderstorms approaching SW #Snohomish county, and in central #King county now. #Lightning, brief downpours &amp; small hail possible with these storms. If you see lightning or hear thunder, head indoors! #WAwx",,FALSE,FALSE,1,1,1,possible,,,,,,,,1,1
1.07E+18,1544622157,NWS Seattle,"The daily weather map for today's date in 1969. Following a front that moved through the region, a cool, unstable air mass produced an F3 tornado (winds greater than 158 mph) that touched down in Kent, Washington. #wawx https://t.co/8oxa5gvxSB",,FALSE,FALSE,0,,,,,,,,,,,0,
