long_torhit_time,long_torhit_resp,long_torhit_nothing,long_torhit_monitor,long_torhit_prepare,long_torhit_shelter,long_torhit_nonshelter,long_torhit_conshelter,long_torhit_leave,long_torhit_leave_shelter,long_torhit_leave_avoid,long_torhit_not_sure,long_torhit_other
4,drive to the mall that is 2 miles away,,,,,,,,1,,,
4,idk,,,,,,,,,,1,
8,I would stay home from work,,,,1,,,,,,,
4,take care of my kids,,,1,,,,,,,,
4,seek shelter in downstairs closet,,,,,1,,,,,,
8,monitor the situation,,1,,,,,,,,,
4,I would probably drive to my house on the other side of the state if I knew that it had less risk. ,,,,,,,,,1,,
8,I would go about my day but check the weather continuously.,,1,,,,,,,,,
8,wait anjd see,,1,,,,,,,,,
8,I am packing my valuables and going to a friends house far away,,,1,,,,1,,,,
8,nothing,1,,,,,,,,,,
8,Go to the basement,,,,,1,,,,,,
8,Take shelter in the basement.,,,,,1,,,,,,
8,probably make preperations to take shelter,,,1,,,,,,,,
4,Continue to monitor the weather and prepare my closet,,1,1,,,,,,,,
4,go into the cellar,,,,,1,,,,,,
4,"Make sure the home was made as secure as possible, then relocate to a designated shelter.",,,1,,,,,1,,,
4,Take my cats and go to the basement away from windows.,,,1,,1,,,,,,
8,monitor the situation,,1,,,,,,,,,
4,Get out of town,,,,,,,1,,,,
4,Leave town and go to a less susceptible area.,,,,,,,,,1,,
4,Continue to monitor the situation,,1,,,,,,,,,
8,"move to pre-identified protective areas within my house ... interior rooms, first floor, away from windows",,,,,1,,,,,,
4,"make preparations to take cover, monitor situation.",,1,1,,,,,,,,
8,Fin d somewhere else to be.,,,,,,,1,,,,
4,"Monitor the situation through television, radio or sirens.  I would continue my routine that I was performing at that time. ",,1,,,,,,,,,
8,continue to monitor situation andnotify family,,1,1,,,,,,,,
4,find out where to go,,,1,,,,,,,,
8,Board up the windows. Go to inside room and watch tv,,1,1,,,,,,,,
4,Drive to sheltered area,,,,,,,,1,,,
8,"Determine if there is a safe shelter nearby, then go there.",,,,,,,,1,,,
8,make sure i stay home safe,,,,1,,,,,,,
8,Drive to a safer location.,,,,,,,,1,,,
8,,,,,,,,,,,,1
8,monitor the situation,,1,,,,,,,,,
8,take shelter,,,,1,,,,,,,
4,Nothng,1,,,,,,,,,,
4,try to go to a shelter,,,,,,,,1,,,
4,I would call my children and make sure they had heard the warning.  I would make sure all my windows and doors were secure. I would monitor the radio/tv weather stations for further reports.,,1,1,,,,,,,,
8,turn on tv to look at forecast,,1,,,,,,,,,
4,monitor the weather reporting via TV and take appropriate action.,,1,,,,,,,,,
8,go to a shelter,,,,,,,,1,,,
4,Monitor tv weather and respond accordingly.,,1,,,,,,,,,
8,Drive to the nearest secure shelter,,,,,,,,1,,,
4,monitor it on tv,,1,,,,,,,,,
4,follow given instructions,,1,,,,,,,,,
4,find where the nearest shelter is and go there,,,1,,,,,1,,,
8,Listen closely to the warnings.,,1,,,,,,,,,
8,Continue to monitor.,,1,,,,,,,,,
8,prepare items at home and seek shelter in a safer structure,,,1,,,,,1,,,
8,stay at home,,,,1,,,,,,,
4,"watch the sky, moniter the weather conditions and be aware that I might have to go to my cellar",,1,,,,,,,,,
8,Seek shelter at the nearest secure location,,,,,,,,1,,,
8,monitor the weather channel,,1,,,,,,,,,
8,leave the area,,,,,,,,,1,,
4,keep tuned to TV for latest updates if that failed try radio or cell phone to get up to date info.,,1,,,,,,,,,
8,hunker down,,,,1,,,,,,,
4,Take cover in a room in the middle of the house,,,,,1,,,,,,
4,nothing,1,,,,,,,,,,
4,"monitor the situation, keep working",,1,,,,,,,,,
4,Keep watching the alerts on my cellphone and television,,1,,,,,,,,,
4,"Continue to monitor the progress on TV, radio or cell phone",,1,,,,,,,,,
4,Make sure my loved ones knew and plan for the basement,,,1,,,,,,,,
4,be on the alert,,1,,,,,,,,,
4,monitor situation,,1,,,,,,,,,
8,NOT SURE,,,,,,,,,,1,
8,Probably nothing,1,,,,,,,,,,
8,Monitor it with coworkers. Likely my place of work would tell us where to go if it worsened.,,1,,,,,,,,,
8,Monitor weather very closely,,1,,,,,,,,,
4,PREPARE TO MOVE TO SHELTER,,,1,,,,,,,,
8,go where there is no windows,,,,,1,,,,,,
8,be aware,,1,,,,,,,,,
4,take shelter,,,,1,,,,,,,
4,gather important papers  charge cell phone and be ready to go to basement,,,1,,,,,,,,
4,watch the news,,1,,,,,,,,,
8,monitor situation,,1,,,,,,,,,
8,"Careful watching, monitor radio.",,1,,,,,,,,,
8,"Prepare for it, but food, a generator, or whatever if it was going to be really bad",,,1,,,,,,,,
4,get to a safer area,,,,,,,1,,,,
4,Monitor the situation and follow work guidelines.,,1,,,,,,,,,
8,Put husband in car along with the 3 cats and drive to daughters house 40 minutes away,,,1,,,,,1,,,
8,"Take time to move items to a safer spot, try to cover windows the best I can.  Vacate to a shelter",,,1,,,,,1,,,
4,NOTHING,1,,,,,,,,,,
4,monitor the situation,,1,,,,,,,,,
4,same answer,,,,,1,,,,,,
4,Make sure my family and belongings are safe. Prepare the house for high winds.,,,1,,,,,,,,
8,I would stay in my office & away from windows.,,,,1,,,,,,,
4,secure cats in carriers and drive to building that is more weatherproof,,,1,,,,,1,,,
8,Watch weather reports and go to basement if necessary,,1,,,,,,,,,
4,grab important papers and other items and go to a storm shelter,,,1,,,,,1,,,
8,"Double check emergency supplies, and fill gas tank in car, collect valuable papers and prepare  to leave the area.",,,1,,,,,,,,
4,nothingh,1,,,,,,,,,,
8,Monitor the situation,,1,,,,,,,,,
4,monitor the situation,,1,,,,,,,,,
4,would lead to a safe place,,,,1,,,,,,,
4,wait it out,,1,,,,,,,,,
4,Get with my family and find a shelter,,,1,,,,,,,,
8,stay in,,,,1,,,,,,,
4,The same thing.,,,1,,1,,,,,,
4,check the weather channel for advice,,1,,,,,,,,,
4,seek shelter,,,,1,,,,,,,
4,leave house,,,,,,,1,,,,
8,Get my pets and go down to the basement,,,1,,1,,,,,,
4,go to a hotel,,,,,,,1,,,,
8,make sure i was with my wife and we would decide together where we would go,,,1,,,,,,,,
4,Head to the basement and monitor situation,,1,,,1,,,,,,
8,Stay home,,,,1,,,,,,,
8,Research what I should do,,,1,,,,,,,,
4,Go to a shelter,,,,,,,,1,,,
8,no action,1,,,,,,,,,,
8,Go to work as normal,1,,,,,,,,,,
8,Drive to San Antonio if that city is not affected.,,,,,,,,,1,,
4,"Contact loved ones, warn them, and construct a plan of action",,,1,,,,,,,,
8,seek a good shelter in my city,,,1,,,,,,,,
8,stay watchful,,1,,,,,,,,,
8,Call one of my friends to pick me up.,,,1,,,,,,,,
4,"I would get out of town, and go to the next one over a couple hours away",,,,,,,,,1,,
8,take shelter,,,,1,,,,,,,
4,Drive away.,,,,,,,1,,,,
8,go to my bathroom and seek shelter,,,,,1,,,,,,
8,CALL MY WIFE AND FAMILY,,,1,,,,,,,,
4,Monitor the situation,,1,,,,,,,,,
4,"go to the safest, most secure room of my residence and listen to the local news on the radio",,1,,,1,,,,,,
4,Continue to monitor the situation and take action as soon as it is obvious that something is close,,1,,,,,,,,,
4,monitor the weather alerts closely.  gather emergency supplies. be ready to act quickly.,,1,1,,,,,,,,
4,isten to radio as we travel on the road,,1,,,,,1,,,,
4,"Stay at home, monitor warning sources, prepare to move to interior of home",,1,1,1,,,,,,,
8,move,,,,,,,1,,,,
4,Leave town,,,,,,,1,,,,
4,Get supplies ready and monitor conditions,,1,1,,,,,,,,
8,Stay alert & monitor situation at work,,1,,,,,,,,,
4,Go to the sheltered area in the basement of my home,,,,,1,,,,,,
8,stay home until 20 minutes before and take try dog to the hotel casino,,,,,,,,1,,,
8,Grab the pets and go to the basement,,,1,,1,,,,,,
8,seek the most secure building I could get to.,,,,,,,,1,,,
8,Gather my cats and stay in the basement.,,,1,,1,,,,,,
8,monitor the situation,,1,,,,,,,,,
8,I still live in California.,,,,,,,,,,,1
4,"make some calls, get some food, flashlight, radio, water and go into an interior room, one without windows",,,1,,,,,,,,
4,I would leave work get in my car drive to my son's daycare and drive away from the threatened area.,,,1,,,,,,,,
4,take my dog and go downtown to find a shelter,,,1,,,,,1,,,
8,Go to a safe spot without windows,,,,,1,,,,,,
4,drive out of the area,,,,,,,,,1,,
8,go to the best shelter I could find,,,,,,,,1,,,
4,"Go to a shelter if one is available. We don't have tornados in our area, but if a shelter were identified , we would go there.",,,,,,,,1,,,
4,get to a shelter,,,,,,,,1,,,
4,Closely monitor the situation.,,1,,,,,,,,,
4,Continue to monitor the situation and if it should turn for the worse go down to the storm room.,,1,,,,,,,,,
4,prepare to take shelter,,,1,,,,,,,,
8,stay home and monitor the situation,,1,,1,,,,,,,
4,Seek shelter at a designated tornado shelter,,,,,,,,1,,,
8,Monitor the situation and plan accordingly,,1,,,,,,,,,
4,"watch the weather, take appropriate action if necessary.",,1,,,,,,,,,
8,Go down in the basement of our boss' house.,,,,,1,,,,,,
4,go to nearest tornado shelter,,,,,,,,1,,,
8,nothing,1,,,,,,,,,,
8,listen to the TV,,1,,,,,,,,,
4,"I would get my daughter-in-law and grandson and get to the center of my home or go to her parents place. I would gather blankets, water, food, books, toys, shoes, medications, charcoal, a radio, flashlights and batteries, and matches.",,,1,,,,,,,,
4,stay in my office building,,,,1,,,,,,,
8,"I would monitor the situation, and go to the basement at my place of work when it got close enough to warrant such action",,1,,,,,,,,,
8,get house ready stay at home,,,1,1,,,,,,,
8,I would go to my friends house so we could go into the basement when we need to.,,,,,,,,1,,,
8,Google what on earth to do to prepare,,,1,,,,,,,,
4,leave town,,,,,,,1,,,,
8,move to the bathroom with my animals,,,1,,1,,,,,,
4,alert watch at home...shelter if needed,,1,,,,,,,,,
4,"Buy supplies, close accordian shutters and make sure all outside furniture is safely inside.  If I have time, I would make sure the car tanks were filled up as well.",,,1,,,,,,,,
4,"Go to the garage and empty out the first couple of rows of Christmas decoration boxes from the understair closet and move pillows, weather radio, flashlight and water there.",,,1,,,,,,,,
8,,,,,,,,,,,,1
8,go to safer shelter,,,,,,,,1,,,
4,Monitor forecasts.,,1,,,,,,,,,
4,I would pack any necessities and then vacate the area. Then I would pray that the least amount of damage is done to my property.,,,1,,,,,,1,,
4,look for places to hide,,,1,,,,,,,,
4,Same as before.,,,1,,1,,,,,,
4,Get my wife and dogs to a safe place.  ,,,1,,,,1,,,,
8,Monitor weather reports .,,1,,,,,,,,,
4,"Go  home from work and prepare there, with important personal items, family and pets.",,,1,,,,,,,,
4,Seek out public shelter,,,,,,,,1,,,
8,keep careful watch,,1,,,,,,,,,
4,evacuate the area if it was safe to do so,,,,,,,,,1,,
8,nothing,1,,,,,,,,,,
4,Find shelter in a recommended area such as a school.,,,,,,,,1,,,
8,,,,,,,,,,,,1
4,get to safe structure,,,,,,,,1,,,
4,seek better shelter,,,,,,,,1,,,
4,find a shelter in my area,,,,,,,,1,,,
8,find shelter,,,1,,,,,,,,
4,stay indoors away from windows and monitor the situations,,1,,,1,,,,,,
4,get valuables and drive away at right angles to path,,,1,,,,1,,,,
8,monitor,,1,,,,,,,,,
4,nothing,1,,,,,,,,,,
8,drive out of the tornado warning area,,,,,,,,,1,,
8,keep watching the tv,,1,,,,,,,,,
8,erthyjstku,,,,,,,,,,,1
8,"Check batteries, portable radios, check flashlights and lanterns Check for easy to prepare food , cash and gas up car. Mobitor situation and seek shelter in 
 Purchase what is needed.Stay home once preperation is done and monitor situation.Seek shelter i",,1,1,,,,,,,,
4,Monitor the situation and have a route planned to a shelter.,,1,1,,,,,,,,
4,worry,1,,,,,,,,,,
8,look to secure loose items in and around the house,,,1,,,,,,,,
4,nice thing,,,,,,,,,,,1
8,prepare everything to go out,,,1,,,,,,,,
4,Take shelter in the basement,,,,,1,,,,,,
8,hg hggh gg,,,,,,,,,,,1
8,leave ,,,,,,,1,,,,
8,"leave work, pick up child from school, go home and prepare",,,1,,,,,,,,
4,i don't know,,,,,,,,,,1,
4,seek shelter,,,,1,,,,,,,
4,head to a shelter,,,,,,,,1,,,
8,Keep the radio or tv on and stand by for imminent warnings,,1,,,,,,,,,
4,Watch the radar/predictions and wait for awhile to take cover.,,1,,,,,,,,,
8,might change locations,,,,,,,1,,,,
8,"I would gather batteries, a first aid kit, my important papers and get in a safe place to watch the weather. When it got close, I would get into my closet.",,1,1,,,,,,,,
4,I would get in touch with other people and go to a very protective place to wait out the tornado.,,,1,,,,,1,,,
8,go to my neighbors that has a basement,,,,,,,,1,,,
8,Prepare a room away from windows,,,1,,,,,,,,
4,Find a shelter,,,1,,,,,,,,
8,Continue doing what I am doing,1,,,,,,,,,,
8,,,,,,,,,,,,1
4,Try to get a ride to a shelter,,,1,,,,,,,,
4,monitor the warning to see if it changes,,1,,,,,,,,,
4,go about my usual business but keep the radio on,,1,,,,,,,,,
4,"remove all flying objects outside that are not bolted down first, then prepare to go to hallway and close doors",,,1,,,,,,,,
4,I would monitor the situation closely,,1,,,,,,,,,
4,drive away to a safe location,,,,,,,,,1,,
4,Move to the safest part of my home,,,,,1,,,,,,
8,Monitor the radar and follow the storm track closely.,,1,,,,,,,,,
8,run away,,,,,,,1,,,,
8,Have what I need handy and keep an eye on the weather reports on TV.,,1,1,,,,,,,,
4,Be prepared to take everything into the bathroom I would need.,,,1,,,,,,,,
8,Continue to monitor and decide what the best action would be to stay or leave,,1,,,,,,,,,
8,monitor the situation.,,1,,,,,,,,,
8,monitor the situation,,1,,,,,,,,,
8,find the nearest shelter,,,1,,,,,,,,
4,Go to a shelter,,,,,,,,1,,,
4,FIND SAFE SHELTER,,,1,,,,,,,,
8,monitor it.,,1,,,,,,,,,
4,monitor situation- watch weather channel or local tv,,1,,,,,,,,,
8,not sure,,,,,,,,,,1,
4,"gather my family, pets needed medications, food and water and head to a shelter",,,1,,,,,1,,,
4,go to an inside area in my home,,,,,1,,,,,,
8,"Move to a better shelter, one that also excepts pets",,,1,,,,,1,,,
4,good,,,,,,,,,,,1
8,,,,,,,,,,,,1
8,monitor the weather and look for updates,,1,,,,,,,,,
8,go about my day,1,,,,,,,,,,
4,Keep checking the weather service,,1,,,,,,,,,
4,Monitor situation,,1,,,,,,,,,
8,leave work early,,,,1,,,,,,,
8,monitor the situation,,1,,,,,,,,,
8,keep eye on the tv for updates,,1,,,,,,,,,
4,keep listening to the TV for updates,,1,,,,,,,,,
4,Track the storm,,1,,,,,,,,,
8,do not know,,,,,,,,,,1,
4,Monitor the situation.,,1,,,,,,,,,
8,See shelter in a tornado proof building such as a school.,,,,,,,,1,,,
8,Monitor,,1,,,,,,,,,
4,take shelter,,,,1,,,,,,,
4,watch ,,1,,,,,,,,,
8,be prepared to take shelter.,,,1,,,,,,,,
8,get all of my valuables in one place and be prepared to leave,,,1,,,,,,,,
4,keep close watch for more info,,1,,,,,,,,,
4,Move to a different area not expected to get the tornado,,,,,,,,,1,,
4,monitor,,1,,,,,,,,,
4,I would monitor the situation via the TV (weather station or local news),,1,,,,,,,,,
8,Monitor the situation,,1,,,,,,,,,
8,Be on alert for a warning.,,1,,,,,,,,,
8,i take refuge,,,,1,,,,,,,
4,try to find a shelter if not get to the safest part of the house,,,1,,,,,,,,
8,Move everyone at work to the inside offices away from the windows. ,,,1,,,,,,,,
4,Same as I said before,,,,,1,,,,,,
4,get ready to go the safes location,,,1,,,,,,,,
8,Continue to monitor the situation,,1,,,,,,,,,
4,leave the house fastly ,,,,,,,1,,,,
4,leave the house & drive away from the predicted path,,,,,,,,,1,,
8,check with family to alert them.  Make plans for later in the day.,,,1,,,,,,,,
4,"Make sure everything we need is ready in the basement including cats food/water and litter box. More lights/batteries, water/food for us and emergency radio that runs without batteries. ",,,1,,,,,,,,
8,Prepare my shelter,,,1,,,,,,,,
4,Go to my tornado shelter room in the basement,,,,,,1,,,,,
8,Would go to community shelter,,,,,,,,1,,,
4,I go away from area where it will hit,,,,,,,,,1,,
8,relocate to the basement,,,,,1,,,,,,
8,go to a shelter,,,,,,,,1,,,
8,,,,,,,,,,,,1
4,Seek low shlter in my home,,,,,1,,,,,,
8,,,,,,,,,,,,1
4,nothing,1,,,,,,,,,,
8,go to a safe location,,,,,,,1,,,,
4,eventually head to the basement,,,,,1,,,,,,
8,Make sure I knew where I would be at that time ,,,1,,,,,,,,
8,i'd turn on tv or monitor weather on phone,,1,,,,,,,,,
4,monitor,,1,,,,,,,,,
4,gather emergency items and prepare to take cover,,,1,,,,,,,,
4,"warn my neighbors, monitor the news, and hide in the basement as the tornado approaches.",,1,1,,,,,,,,
4,Look for shelter,,,1,,,,,,,,
4,Bring in my patio furniture and any other objects outside that could be flying objects.  Make sure my family was aware of the possibilities and then be prepared to take shelter if a warning is issued.,,,1,,,,,,,,
8,monitor the weather and stay near shelter,,1,,,,,,,,,
4,"Go to my neighbors house, as she has an underground house and wait it out.",,,,,,,,1,,,
4,leave the area,,,,,,,,,1,,
8,Prepare and watch the weather,,1,1,,,,,,,,
8,Not Sure.Have no place to go or way to ,,,,,,,,,,1,
8,monitor it and be ready,,1,1,,,,,,,,
4,Probably nothing though I'd monitor the situation.,,1,,,,,,,,,
4,just monitor and follow instructions of alerts.,,1,,,,,,,,,
4,"I would keep an eye on the weather and would try to get things ready to take cover
",,1,1,,,,,,,,
8,Go to a lower protected area of the house.,,,,,1,,,,,,
8,Prepare!!,,,1,,,,,,,,
4,start securing my home,,,1,,,,,,,,
8,Call my children and meet them outside the area,,,1,,,,,,1,,
8,Go to the cellar and hide,,,,,1,,,,,,
8,8 hours? LOL... Do nothing until needed,1,,,,,,,,,,
4,keep my emergency radio on. Plan where to go (not in the car). make sure I have water.,,1,1,,,,,,,,
4,i would sit it out to see what happens then take cover if needed,,1,,,,,,,,,
8,remain indoors and monitor the situation,,1,,,,,,,,,
8,monitor the situation and prepare to shelter in place,,1,1,,,,,,,,
8,Monitor the situation,,1,,,,,,,,,
8,Leave the area and go to a safer area.,,,,,,,,,1,,
8,like,,,,,,,,,,,1
4,wait,1,,,,,,,,,,
8,Drive away from the area.,,,,,,,,,1,,
4,I would monitor the situation closely and give myself time to react when necessary.,,1,,,,,,,,,
8,nothing,1,,,,,,,,,,
4,Get in the car and get out of the area.,,,,,,,,,1,,
4,Take cover in closet in middle of house,,,,,1,,,,,,
4,Take some supplies and bring them down in our basement. Continue to monitor the situation.,,1,1,,,,,,,,
8,"Continue to monitor the situation, make preparations to live in the basement at a moments notice",,1,1,,,,,,,,
4,"Watch the situation, and if necessary take the appropriate action to protect myself",,1,,,,,,,,,
4,go to a safer shelter,,,,,,,,1,,,
4,go to basement inner walls or bathroom,,,,,1,,,,,,
8,watch/listen for additional information,,1,,,,,,,,,
8,look for shelters,,,1,,,,,,,,
4,leave,,,,,,,1,,,,
8,grab valuables and mementos and go into the basement,,,1,,1,,,,,,
8,prepare to go to the basement,,,1,,,,,,,,
8,get prepared to tack philter and make sure family has heardabouth the tornado,,,1,,,,,,,,
4,inquire about community shelter,,,1,,,,,,,,
8,monitor,,1,,,,,,,,,
8,I would be at work....hide in the bathroom,,,,1,,,,,,,
8,,,,,,,,,,,,1
4,nothing,1,,,,,,,,,,
8,Drive to safety.,,,,,,,1,,,,
8,monitor it,,1,,,,,,,,,
8,monitor,,1,,,,,,,,,
4,Get animals in cages and take to basement. prepare myself to go to basement when necessary,,,1,,,,,,,,
4,Monitor conditions for an alarm,,1,,,,,,,,,
8,check veracity of information,,1,,,,,,,,,
8,locate available shelters,,,1,,,,,,,,
4,get the kitty in her carrier and the family and go to a safer area,,,1,,,,,1,,,
4,nothing,1,,,,,,,,,,
8,stay vigilant,,1,,,,,,,,,
8,wait and see how the sky looks,,1,,,,,,,,,
8,prepare,,,1,,,,,,,,
8,i will stay at home,,,,1,,,,,,,
8,"I would call relatives and friends to give them a heads up. I write a community blog and I would announce it on there.  I'd make certain I had my phone, charger, and water in the basement.",,,1,,,,,,,,
8,stock up on  food and water,,,1,,,,,,,,
8,Monitor the situation,,1,,,,,,,,,
4,nothing,1,,,,,,,,,,
4,head for basemwnt,,,,,1,,,,,,
4,"I would drive to an area outside of where the tornado will hit with a some food, water, phone and a few changes of clothes. ",,,,,,,,,1,,
8,monitor the situation closely all day.,,1,,,,,,,,,
8,"If I were 100% confident a tornado would hit our location in the next 8 hours, I'd probably have to see what my company leadership would decide. I would be at work and probably couldn't just up and leave without approval.",,,1,,,,,,,,
4,follow the news and get ready to go somewhere safe,,1,,,,,,,,,
8,"If it is possible to leave the location and head for a secure area, I would do that. If not, I would gather supplies and talk to my family about where we should go to hunker down in the storm.",,1,,,,,1,,,,
8,seek shelter,,,,1,,,,,,,
4,Your forecasting is not that accurate.,1,,,,,,,,,,
8,go to the most interior room of the house,,,,,1,,,,,,
8,MONITOR THE SITUATION ON TV AND COMPUTER.,,1,,,,,,,,,
4,i would stay put get my cat and husband with me,,,1,1,,,,,,,
8,Make a plan with my husband as to where we are going to be & what we plan to do at any particular time & monitor the situation.,,1,1,,,,,,,,
4,Try to leave the area,,,,,,,1,,,,
8,I would prepare my home and be on guard and not go anywhere,,,1,,,,,,,,
4,go to shelter in the building,,,,,,,,1,,,
4,monitor situation and warnings,,1,,,,,,,,,
8,go for cover n a safe place ,,,,,,,,1,,,
4,Continue to listen to the weather and watch its path.,,1,,,,,,,,,
4,monitor the situation,,1,,,,,,,,,
4,Find a tornado shelter ,,,1,,,,,,,,
4,monitor,,1,,,,,,,,,
4,get out of the area,,,,,,,,,1,,
4,Monitor the situation frequently for updates and plan ahead for shelter options,,1,1,,,,,,,,
8,Monitor the stiuation,,1,,,,,,,,,
8,go to the command center at my hospital,,,,,,,,1,,,
4,Move to a safe shelter in my house.,,,,,1,,,,,,
4,,,,,,,,,,,,1
8,find out what to do,,,1,,,,,,,,
4,gather important papers and pet and move to a safe location in the house,,,1,,,,,,,,
4,good,,,,,,,,,,,1
8,go to shelter,,,,1,,,,,,,
8,Try to get home in order to take care of my pets.,,,1,,,,,,,,
4,plan where to go and let family and friends know,,,1,,,,,,,,
8,GATHER HEIRLOOMS AND PHOTOS AND LEAVE THE AREA...,,,1,,,,,,1,,
8,"put vehicles in the garage, then call neighbors to see if they are home",,,1,,,,,,,,
8,find the best shelter,,,1,,,,,,,,
8,go to a shelter with fanily and pets,,,,,,,,1,,,
4,meet my family and go to a safe place,,,1,,,,1,,,,
8,I would pay close attention to my weather app and be ready to move to a safe space.,,1,1,,,,,,,,
4,EXCELLENT,,,,,,,,,,,1
4,monitor the weather on tv and watch the reports,,1,,,,,,,,,
4,Monitor the weather and be prepared to move my family to my basement if necessary,,1,1,,,,,,,,
8,watch for updatess,,1,,,,,,,,,
4,"same as the last response, call my family, and let them know where I am located in case the house is blown away",,,1,,,,,,,,
8,I would seek refuge and hide myself,,,,1,,,,,,,
4,seek safe shelter,,,,1,,,,,,,
8,get more info,,1,,,,,,,,,
8,"pay attention to the news reporting on the matter, and possibly drive to a safer location",,1,,,,,1,,,,
8,monitor weather,,1,,,,,,,,,
4,get ready and stay inside.,,,1,1,,,,,,,
8,Find shelter,,,1,,,,,,,,
4,wait to see how conditions develop,,1,,,,,,,,,
4,go to the lower floors of the building,,,,,1,,,,,,
8,I would gather what I needed with family and head to a place that wasn't going to be hit,,,,1,,,,,1,,
4,Stay at the lowest level of my house and call into work that I'll be delayed,,,,,1,,,,,,
8,go home take shelter,,,,1,,,,,,,
8,monitor situation,,1,,,,,,,,,
8,,,,,,,,,,,,1
8,Wait & see attitude,,1,,,,,,,,,
4,move to safe room in the house,,,,,1,,,,,,
8,start implementing my personal emergency plan into action,,,1,,,,,,,,
4,listen & look & if I hear it...take shelter,,1,,,,,,,,,
4,closely monitor situation,,1,,,,,,,,,
8,Stay home and go to our most protected area of the house when necessary.,,,,1,,,,,,,
8,head to the basement of my office building. ,,,,,1,,,,,,
8,Seek shelter in my bathtub with lots of large blankets.,,,,,1,,,,,,
4,Monitor the situation,,1,,,,,,,,,
4,Listen to the radio or weather channel for advise,,1,,,,,,,,,
4,monitor the situation,,1,,,,,,,,,
8,tie down all outside furniture. Close all windows. Have food and water available. Notify my family of situation.,,,1,,,,,,,,
8,"Stay where I am, but go to a protected area.  I will be at work.",,,,,1,,,,,,
4,"Stay at home, in the most protected area.",,,,,1,,,,,,
4,go to best protected room in our house or if at work in the office.,,,,,1,,,,,,
8,Go to safest area in my home and cover myself for more protection,,,,,1,,,,,,
8,"monitor the weather throughout the day - leave work early if necessary to get home and secure any outside chairs, etc., and stay in a safe spot in the house until the danger has passed",,1,1,,,,,,,,
4,Check supplies & prepare to go to basement,,,1,,,,,,,,
4,nothing ,1,,,,,,,,,,
8,keep eye on tv,,1,,,,,,,,,
4,take shelter,,,,1,,,,,,,
8,Go to work,1,,,,,,,,,,
4,"advise family, prepare to seek shelter",,,1,,,,,,,,
4,notify family and neighbors and monitor situation,,1,1,,,,,,,,
4,the best I could to protect my thing and then to into the shelter.,,,1,,,,,,,,
4,monitor,,1,,,,,,,,,
4,Find the safest and most sheltered place. Gather as many valuable items as I can.,,,1,,,,,,,,
4,move to a secure location,,,,,,,1,,,,
4,I wouldk check the wether channel to see what they are recommending,,1,,,,,,,,,
8,Monitor the weather and weather reports,,1,,,,,,,,,
4,VERY GOOD,,,,,,,,,,,1
4,"check my supplies; i.e., bottled water, flashlight,etc",,,1,,,,,,,,
8,keep a very close eye on the weather station and listen for sirens,,1,,,,,,,,,
4,go in basement,,,,,1,,,,,,
4,monitor the weather,,1,,,,,,,,,
4,Stay at work,,,,1,,,,,,,
8,monitor the situation and prepare for the tornado,,1,1,,,,,,,,
4,monitor the situation,,1,,,,,,,,,
8,Go to the playhouse bomb shelter,,,,1,,,,,,,
8,not sure,,,,,,,,,,1,
8,stay vigilent,,1,,,,,,,,,
8,search for a safe place,,,1,,,,,,,,
4,I would be at work and they will make decision,,,1,,,,,,,,
4,nothing,1,,,,,,,,,,
8,run,,,,,,,1,,,,
4,I would probably leave the area for a safer place,,,,,,,1,,,,
4,g fg fgfg fgfgf,,,,,,,,,,,1
4,nothing,1,,,,,,,,,,
8,Be ready to seek shelter when the storm approach becomes iminent,,,,1,,,,,,,
4,move to a secure location in my house,,,,,1,,,,,,
8,"When I lived in Memphis, we'd listen for that, ""train,"" sound and we'd know a tornado was coming right away. Fortunately, we never heard that. There was a mall a few miles from our house that was hit by the tornado, though. We live in a one story house so",,1,,,,,,,,,
8,listen to reports but stay in the house,,1,,,,,,,,,
4,IR A UN LUGAR SEGURO,,,,,,,1,,,,
8,Prepare an escape route and monitor the situation for best direction to travel away from it,,1,1,,,,,,,,
8,"monitor and stay in a safe location, watch the news, ",,1,,,,,,,,,
4,4,,,,,,,,,,,1
4,go home,,,,1,,,,,,,
8,drive to the next state over,,,,,,,,,1,,
4,get ready to go to a sheltered area,,,1,,,,,,,,
8,monitor,,1,,,,,,,,,
4,stay inside,,,,1,,,,,,,
8,Take cover,,,,1,,,,,,,
4,Go take care in a basement,,,,,1,,,,,,
8,,,,,,,,,,,,1
8,i would go to a safe place,,,,,,,1,,,,
4,Watch the storm and then take shelter,,1,,,,,,,,,
4,good,,,,,,,,,,,1
4,khi hi h,,,,,,,,,,,1
8,monitor the weather radar and alerts.,,1,,,,,,,,,
4,"At 9 in the morning? Near mountains? Guys, this is insane, it's impossible at that hour especially",1,,,,,,,,,,
8,hide,,,,1,,,,,,,
8,continue with normal routine,1,,,,,,,,,,
4,"Continue to monitor the weather, then head to the basement when necessary",,1,,,,,,,,,
8,Shelter in home,,,,1,,,,,,,
8,Nothing,1,,,,,,,,,,
8,shelter at work,,,,1,,,,,,,
4,"Decide best place in house to use, go to public safe area.",,,1,,,,,,,,
8,Monitor the situation continuously.,,1,,,,,,,,,
4,monitor the situation through media sites,,1,,,,,,,,,
4,Take valuables and a few books and go to basement,,,1,,1,,,,,,
8,watch the news constantly,,1,,,,,,,,,
8,Wait and monitor,,1,,,,,,,,,
8,,,,,,,,,,,,1
